"date","google.influenza","google.influenza virus","google.grippe","google.grippe influenza","google.influenza rki","google.rki","google.influenza impfung","google.symptome influenza","google.hämophilus influenza","google.inkubationszeit","google.influenza inkubationszeit","google.influenza 2013","google.influenza 2015","google.haemophilus influenza","google.influenza impfung pferd","google.influenza a virus","google.influenza impfstoff","google.influenza 2012","google.influenza viren","google.grippewelle","google.influenza h1n1","google.schweinegrippe","google.h1n1","google.was ist influenza","google.influenza dauer","google.influenza wie lange ansteckend","google.influenza grippe","google.virus influenza","google.rki influenza","google.influenza symptome","google.symptome","google.inkubationszeit influenza","google.influenza 2016","google.influenza ansteckend","google.influenza ansteckung","google.erkältung","news.influenza","NA"
2017-05-21,7,5,7,3,2,29,22,4,85,39,3,0,0,29,90,17,20,0,0,1,24,1,5,0,8,0,3,4,2,4,79,3,3,8,0,29,0,0
2017-05-28,5,4,6,2,3,31,20,5,16,38,0,0,0,27,56,31,0,0,0,1,0,1,5,13,8,0,2,5,2,4,77,0,3,7,0,22,0,0
2017-06-04,5,9,6,3,3,34,26,4,16,31,3,0,0,41,46,16,13,0,0,1,22,1,5,26,0,15,3,11,4,4,75,3,3,0,0,23,0,0
2017-06-11,5,9,5,3,2,26,23,2,0,30,3,0,0,28,57,16,0,0,31,1,22,1,3,0,16,0,3,10,2,0,76,0,0,0,0,22,0,0
2017-06-18,4,7,5,3,0,33,25,5,23,36,3,0,0,26,36,0,12,10,22,0,0,1,8,13,0,0,3,7,2,4,78,0,0,7,0,19,0,0
2017-06-25,7,9,5,2,2,30,17,2,15,35,0,2,0,26,40,15,24,0,0,0,0,1,3,17,0,0,2,10,2,2,80,0,0,0,0,20,0,0
2017-07-02,5,8,6,2,3,31,18,5,16,35,0,0,0,55,56,32,0,0,23,1,0,0,11,13,0,0,2,7,4,4,77,0,0,7,10,24,0,0
2017-07-09,6,8,6,2,2,32,20,2,55,35,0,0,0,27,28,16,25,0,23,1,44,1,7,13,0,0,2,10,2,2,78,0,3,0,0,25,0,0
2017-07-16,5,10,6,2,2,30,23,3,24,36,3,0,0,27,28,24,0,0,38,0,0,1,3,13,8,0,2,9,2,3,77,3,3,7,0,27,0,0
2017-07-23,6,6,7,4,2,31,25,4,0,32,3,0,0,52,40,15,0,0,0,0,0,1,4,0,8,0,4,5,2,5,76,0,0,0,0,27,0,0
2017-07-30,5,6,6,1,2,31,22,5,15,28,0,0,0,39,27,23,24,0,0,0,0,1,8,13,0,0,1,8,2,2,76,0,3,7,0,22,0,0
